,Title,Published_date,Views,Favorite,Comments,Month
1431,Functions and OOP in Python |  Functions in Python | Edureka | Python Rewind- 2,10-11-2021,3170,0,1,Nov
1432,Introduction to CI CD Pipeline | CI CD Explained | DevOps Training | Edureka | DevOps Rewind - 5,10-11-2021,3500,0,2,Nov
1433,How to Create Login System using Python | Python Programming Tutorial | Edureka | Python Rewind-1,10-11-2021,6400,0,3,Nov
1434,Python Pandas for Data Analysis | Python Training | Edureka | Python Live - 1,10-11-2021,3706,0,2,Nov
1435,Puppet Tutorial For Beginners | Puppet Configuration Management | Edureka | DevOps Rewind - 4,10-11-2021,1928,0,1,Nov
1436,How to learn DevOps step by step | DevOps Training | Edureka | DevOps Rewind - 3,09-11-2021,2508,0,2,Nov
1437,Top 10 Best Jobs for the Future | Jobs that have No Future | Highest Paying IT Jobs | Edureka,09-11-2021,6812,0,7,Nov
1438,AWS Solutions Architect Certification | AWS Certification | Edureka | AWS Rewind - 5,09-11-2021,2362,0,1,Nov
1439,DevOps Release Management Tutorial | DevOps Tutorial | DevOps Training | Edureka | DevOps Rewind - 2,09-11-2021,1859,0,2,Nov
1440,AWS Solutions Architect Interview Questions and Answers | AWS Training | Edureka | AWS Rewind - 4,09-11-2021,2539,0,3,Nov
1441,AWS Jobs | AWS Job Opportunities | AWS Certification & Careers | Edureka | AWS Rewind - 3,09-11-2021,4267,0,3,Nov
1442,What is Kubernetes | Kubernetes Tutorial For Beginners | Edureka | DevOps Rewind - 1,09-11-2021,3536,0,1,Nov
1443,What is Terraform | Terraform with AWS | Terraform Tutorial | Edureka | Devops Live - 1,09-11-2021,4508,0,1,Nov
1444,3 Million Countdown! | Reaching 3 Million Subscribers | Edureka,08-11-2021,5329,0,22,Nov
1445,Big Data in AWS | Building Big Data Application on AWS | AWS Tutorial | Edureka | AWS Rewind - 2,08-11-2021,4342,0,3,Nov
1446,Power Query Tutorial for beginners  | Power BI Training | Edureka | Power BI Rewind - 4,08-11-2021,1684,0,2,Nov
1447,Power BI Certifications | Power BI Exam Certification  | Edureka | PowerBI Rewind - 3,08-11-2021,2483,0,4,Nov
1448,Roadmap to Become AWS Cloud Practitioner | Cloud Computing Careers | Edureka | AWS Rewind- 1,08-11-2021,3904,0,3,Nov
1449,Big Data Applications on AWS | Building Big Data Application on AWS | Edureka | AWS Live - 1,08-11-2021,3055,0,2,Nov
1450,Image Classification using CNN | Machine Learning Project 9 | Edureka | DL Rewind - 5,06-11-2021,6607,0,1,Nov
1451,Power BI DAX Tutorial | DAX for Power BI Desktop | Power BI Training | Edureka | Power BI Rewind - 2,06-11-2021,5473,0,2,Nov
1452,IPL Data Visualization with Power BI | Power BI Data Visualization | Edureka | PowerBI Rewind - 1,06-11-2021,7331,0,0,Nov
1453,Cancer Detection Using Deep Learning | Deep Learning Projects | Edureka | DL Rewind - 4,05-11-2021,4925,0,4,Nov
1454,LSTM Explained | What Is LSTM | Deep Learning Training | Edureka | Deep learning Rewind - 3,05-11-2021,3239,0,3,Nov
1455,IPL Data Analysis Using Python | Data Visualization Using Python | Edureka | DS - Rewind - 2,05-11-2021,6886,0,1,Nov
1456,Data Science Career | Data Science Future Scope | Data Science Training | Edureka Rewind - 1,05-11-2021,3585,0,1,Nov
1457,Deep Learning Tutorial | What is Deep Learning | Deep Learning Simplified | Edureka | DS Live - 1,05-11-2021,4513,0,2,Nov
1458,Exploratory Data Analysis EDA Using Python | Data Analysis | Edureka | Deep Learning Rewind - 3,04-11-2021,4677,0,2,Nov
1459,Introduction to Java Packages & Multithreading | Java Packages & Threads | Edureka | Java Rewind - 5,04-11-2021,2193,0,2,Nov
1460,Java Regular Expressions Tutorial | Regular Expressions in Java | Edureka | Java Rewind - 4,04-11-2021,1966,0,2,Nov
1461,Object Oriented Programming in Java | Java OOPs Concepts | Edureka | Web Dev Rewind - 3,04-11-2021,3165,0,2,Nov
1462,Statistics and Probability for DS | Data Science | Edureka | DS Rewind - 1,04-11-2021,3813,0,1,Nov
1463,Python Pandas for Data Analysis | Python Training | Edureka | DS Live - 1,04-11-2021,5607,0,5,Nov
1464,Accenture Interview Questions and Answers | Accenture Interview Experience and Preparation | Edureka,03-11-2021,19678,0,5,Nov
1465,Introduction to CI CD Pipeline | CI CD Explained | DevOps Training | Edureka | DevOps Rewind - 5,03-11-2021,3461,0,6,Nov
1466,Linked List in Java | Data Structures Implementation | Edureka | Java Rewind - 2,03-11-2021,1294,0,2,Nov
1467,Puppet Tutorial For Beginners | Puppet Configuration Management | Edureka | DevOps Rewind - 4,03-11-2021,9255,0,2,Nov
1468,How to learn DevOps step by step | DevOps Training | Edureka | DevOps Rewind - 3,03-11-2021,2104,0,0,Nov
1469,Data Structures and Algorithms in Java | Java Training | Edureka | Java Rewind - 1,03-11-2021,2590,0,2,Nov
1470,Java Practice Programs For Beginners | Basic Java Programs | Java Program | Edureka | Java Live-1,03-11-2021,4028,0,2,Nov
1471,Virtualization Explained in Cloud Computing l What is Virtualization | Edureka,02-11-2021,10148,0,4,Nov
1472,DevOps Release Management Tutorial | DevOps Tutorial | DevOps Training | Edureka | DevOps Rewind - 2,02-11-2021,1572,0,2,Nov
1473,What is Kubernetes | Kubernetes Tutorial For Beginners | Edureka | DevOps Rewind- 1,02-11-2021,5694,0,6,Nov
1474,Deploying Applications to Kubernetes and Working with Logs | Kubernetes | Edureka | DevOps Live- 1,02-11-2021,2326,0,5,Nov
1475,Azure DevOps Tutorial For Beginners | Build a Pipeline on Azure | Edureka | Azure Rewind - 5,02-11-2021,3045,0,1,Nov
1476,Azure Virtual Machine | Azure Virtual Networks | Azure Training | Edureka | Azure Rewind -4,02-11-2021,1106,0,1,Nov
1477,Azure Import and Export Service | Microsoft Azure Training | Edureka | Azure Rewind - 3,02-11-2021,2061,0,2,Nov
1478,Introduction to Azure IoT | Microsoft Azure IoT | Azure Tutorial | Edureka | Azure Rewind - 2,01-11-2021,4897,0,4,Nov
1479,Azure Kubernetes Tutorial | Introduction To Azure Kubernetes Service | Edureka | Azure Rewind - 1,01-11-2021,4288,0,2,Nov
1480,How to create EC2 Instance in AWS | AWS EC2 Tutorial | AWS Tutorial | Edureka | AWS Rewind - 5,31-10-2021,2879,0,5,Oct
1481,Introduction to AWS | AWS Training |  Edureka | AWS Rewind - 4,31-10-2021,5478,0,2,Oct
1482,AWS S3 Tutorial for beginners | AWS S3 | AWS S3 Tutorial | AWS Training | Edureka | Cloud Rewind - 3,31-10-2021,2305,0,2,Oct
1483,Which AWS Certification Should You Choose? | AWS Certifications | Edureka | AWS Rewind - 2,31-10-2021,4449,0,4,Oct
1484,Project Manager Interview Questions and Answers | PMP  Training | Edureka | PMP Rewind - 5,30-10-2021,4060,0,2,Oct
1485,Project Manager Career Path | Project Manager Skills | Edureka | PMP Rewind - 4,30-10-2021,2495,0,4,Oct
1486,PMP Time & Scope Management | Project Time Management | PMP Training | Edureka | PMP Rewind - 3,30-10-2021,2892,0,4,Oct
1487,AWS Jobs | AWS Job Opportunities | AWS Certification & Careers | Edureka | AWS Rewind - 1,30-10-2021,6052,0,8,Oct
1488,Project Stakeholder Management | PMP Certification Training | Edureka | PMP Rewind - 2,29-10-2021,2410,0,1,Oct
1489,How to Become a Project Manager | Project Manager Certification | Edureka | PMP Rewind - 1,29-10-2021,1774,0,4,Oct
1490,Project management 101 | What is PMP? | PMP Certification Training | Edureka | PMP Live - 1,29-10-2021,1708,0,1,Oct
1491,Introduction to Long Short-Term Memory Networks | What Is LSTM | Edureka | ML Rewind -2,29-10-2021,1841,0,2,Oct
1492,Creating Chatbots Using TensorFlow | Chatbot Tutorial | Edureka | Deep Learning Rewind- 4,29-10-2021,4254,0,1,Oct
1493,TensorFlow TFLearn Tutorial For Beginners | Deep Learning | Edureka | Deep Learning Rewind - 3,29-10-2021,3142,0,1,Oct
1494,What is CouchDB? | How to Install and Setup Couchbase | CRUD in Couchbase | Edureka,28-10-2021,4489,0,5,Oct
1495,Career Transition Series - Episode 1 | Devops & Prince2 Career Transition | Edureka Reviews,28-10-2021,495517,0,5,Oct
1496,What is Deep Learning? | Deep Learning Tutorial For Beginners | Edureka | Deep Learning Rewind - 2,28-10-2021,2333,0,2,Oct
1497,Top 10 Applications of Machine Learning | Machine Learning Applications | Edureka | ML Rewind - 2,28-10-2021,1530,0,3,Oct
1498,Build Neural Networks in Python | Neural Networks Tutorial | Edureka | DL Rewind - 1,28-10-2021,1417,0,4,Oct
1499,Artificial Neural Networks | Neural Network Tutorial | Edureka | Deep Learning Live - 1,28-10-2021,3880,0,5,Oct
1500,Python Machine Learning | Introduction To Machine Learning With Python | Edureka | ML Rewind - 5,28-10-2021,3626,0,6,Oct
1501,Machine Learning Engineer Career Path | Machine Learning Tutorial | Edureka | ML Rewind - 3,28-10-2021,1822,0,4,Oct
1502,Artificial Intelligence Tutorial for Beginners | AI Tutorial | Edureka | ML Rewind - 4,28-10-2021,3082,0,2,Oct
1503,Wipro Interview Questions and Answers | Wipro Interview Experience and Preparation | Edureka,27-10-2021,30167,0,5,Oct
1504,Logistic Regression using Python | Logistic Regression Model | Edureka | Machine Learning Rewind - 1,27-10-2021,2361,0,6,Oct
1505,House Price Prediction using ML | Machine Learning Projects 2 | Edureka | Machine Learning Live - 1,27-10-2021,6439,0,6,Oct
1506,Introduction to Java Packages & Multithreading | Java Packages & Threads | Edureka | Java Rewind - 5,27-10-2021,1491,0,3,Oct
1507,Continuous Monitoring with Grafana | Grafana Tutorial | DevOps Training | Edureka | DevOps Rewind- 4,26-10-2021,2000,0,1,Oct
1508,Maven Tutorial For Beginners | Introduction to Maven | DevOps Training | Edureka | DevOps Rewind - 3,26-10-2021,1966,0,0,Oct
1509,How to write a resume | For Beginners and Experienced | Improve your resume | Edureka,26-10-2021,5347,0,8,Oct
1510,Object Oriented Programming in Python | Python Training | Edureka | Python Rewind - 2,26-10-2021,5992,0,1,Oct
1511,What Is Google Cloud Platform | Google Cloud Platform Overview | GCP Training | Edureka Rewind - 5,26-10-2021,2749,0,2,Oct
1512,Python Programming Fundamentals | Python Programming | Edureka | Python Rewind - 1,26-10-2021,2706,0,2,Oct
1513,Python Libraries for Data Science | Python Training | Edureka | Python Live - 1,26-10-2021,6398,0,4,Oct
1514,AWS vs Google Cloud | Difference between Amazon AWS and Google Cloud | Edureka | GCP Rewind - 4,25-10-2021,3149,0,2,Oct
1515,How to Host a WordPress Website on Google Cloud for Free | GCP Training | Edureka | GCP Rewind - 3,25-10-2021,3638,0,2,Oct
1516,Azure DevOps Tutorial For Beginners | Build a Pipeline on Azure | Edureka | DevOps Rewind - 5,25-10-2021,5774,0,2,Oct
1517,Google Kubernetes Engine Tutorial | GCP Training | Edureka | GCP Rewind - 2,25-10-2021,2652,0,2,Oct
1518,Jenkins Tutorial For Beginners |  What is Jenkins? | Edureka | DevOps Rewind - 4,25-10-2021,6324,0,3,Oct
1519,Google Cloud Networking | Google Cloud VPC  | Edureka | GCP Rewind -1,25-10-2021,2001,0,2,Oct
1520,Google Cloud IAM | Identity & Access Management on GCP  | Edureka | GCP Live - 1,25-10-2021,15583,0,3,Oct
1521,How to become a DevOps Engineer | DevOps Engineer Roadmap 2021 | Edureka | DevOPs Rewind - 3,24-10-2021,6571,0,4,Oct
1522,Roadmap to Become AWS Cloud Practitioner | Cloud Computing Careers | Edureka | AWS Rewind- 1,24-10-2021,6230,0,3,Oct
1523,AWS Solutions Architect Certification | AWS Certification | Edureka | AWS Rewind - 5,24-10-2021,2187,0,2,Oct
1524,AWS Solutions Architect Interview Questions and Answers | AWS Training | Edureka | AWS Rewind - 4,23-10-2021,2882,0,2,Oct
1525,AWS Jobs | AWS Job Opportunities | AWS Certification & Careers | Edureka | AWS Rewind - 3,23-10-2021,2536,0,3,Oct
1526,Salesforce Platform Events | Event Driven Architecture | Salesforce Training | Edureka,23-10-2021,2573,0,2,Oct
1527,Power BI Crash Course | How to use Power BI | Power BI Tutorial | Edureka | Power BI Rewind - 5,23-10-2021,7327,0,2,Oct
1528,Big Data in AWS | Building Big Data Application on AWS | AWS Tutorial | Edureka | AWS Rewind - 2,23-10-2021,3493,0,5,Oct
1529,Design and Publish Dashboards in Power BI | Edureka | Power BI Rewind - 4,23-10-2021,4612,0,2,Oct
1530,Power BI Azure | Power BI Integration with Azure | Edureka | PowerBI Rewind - 3,23-10-2021,8861,0,2,Oct
1531,Tips to make Interactive Power BI Reports | Edureka | Power BI Rewind - 2,22-10-2021,2303,0,3,Oct
1532,RPA Projects | Automation Anywhere | Real-Life RPA Projects | Edureka | RPA Rewind - 5,22-10-2021,3381,0,2,Oct
1533,Power BI Report Builder | Create Paginated Reports in Power BI | Edureka | Power BI Rewind - 1,22-10-2021,3496,0,3,Oct
1534,Data Visualization using Power BI Desktop | Power BI Desktop Tutorial | Edureka | PowerBI Live - 1,22-10-2021,5298,0,4,Oct
1535,Image Classification using CNN | Machine Learning Project | Edureka | DL Rewind - 5,22-10-2021,4252,0,6,Oct
1536,Exploratory Data Analysis EDA Using Python | Python Training | Edureka | DL Rewind - 4,21-10-2021,2746,0,3,Oct
1537,Cancer Detection Using Deep Learning | Deep Learning Projects | Edureka | DL Rewind - 3,21-10-2021,3724,0,6,Oct
1538,LSTM Explained | What Is LSTM | Deep Learning Training | Edureka | Deep learning Rewind - 2,21-10-2021,3131,0,3,Oct
1539,How to Become an RPA Developer | RPA Developer RoadMap | Edureka | RPA Rewind - 4,21-10-2021,1831,0,5,Oct
1540,Deep Learning with Python | Deep Learning Tutorial | Edureka | Deep Learning Rewind - 1,21-10-2021,6121,0,6,Oct
1541,Transformers Neural Networks Explained | NLP with Deep Learning | Edureka | Deep Learning Live - 1,21-10-2021,2249,0,1,Oct
1542,RPA Tutorial for Beginners | What is Robotic Process Automation (RPA) | Edureka | RPA Rewind - 3,20-10-2021,2570,0,2,Oct
1543,What is Data Science? | Data Science Tutorial For Beginners | Edureka | DS Rewind - 2,20-10-2021,5214,0,9,Oct
1544,Statistics & Probability for Data Science | Data Science Tutorial | Edureka | DS Rewind - 1,20-10-2021,5653,0,4,Oct
1545,Python for Data Science | Data Visualization Using Python | Python Training | Edureka | DS Live -1,20-10-2021,5907,0,12,Oct
1546,Microsoft Interview Questions and Answers | Microsoft Interview Preparation | Edureka,19-10-2021,14084,0,4,Oct
1547,RPA vs Selenium  | Test Automation vs RPA | Selenium Training | Edureka | RPA Rewind - 2,19-10-2021,1843,0,3,Oct
1548,Azure Boards Tutorial | Introduction To Azure Boards | Edureka | Azure Rewind - 5,19-10-2021,1966,0,2,Oct
1549,UiPath Tutorial For Beginners | RPA Tutorial For Beginners | Edureka | RPA Rewind - 1,19-10-2021,3197,0,2,Oct
1550,UiPath Orchestrator | UiPath Tutorials | RPA Tutorial For Beginners | Edureka | RPA Live - 1,19-10-2021,2455,0,2,Oct
1551,AWS Vs Azure - Which One Should I Learn | AWS And Azure Comparison | Edureka | Azure Rewind - 4,18-10-2021,2929,0,2,Oct
1552,Azure Portal Tutorial For Beginners | Azure Certification Training | Edureka | Azure Rewind - 3,18-10-2021,2224,0,2,Oct
1553,What is Azure? | Azure Tutorial For Beginners | Learn Azure | Microsoft Azure Training | Edureka,18-10-2021,5355,0,2,Oct
1554,Introduction To Azure Kubernetes Service  | Azure Kubernetes Tutorial | | Edureka | Azure Rewind - 1,18-10-2021,2910,0,2,Oct
1555,Azure Chatbot | Chatbot Tutorial | Chatbot |Azure Tutorial | Edureka | Azure Live - 1,18-10-2021,5232,0,4,Oct
1556,Java Regular Expressions Tutorial | Regular Expressions in Java | Edureka | Java Rewind - 4,18-10-2021,2331,0,5,Oct
1557,Object Oriented Programming in Java | Java OOPs Concepts | Edureka | Java Rewind - 3,18-10-2021,3653,0,7,Oct
1558,DevOps Engineer day to day Activities | DevOps Engineer Responsibilities | Edureka | DevOps Rewind-5,17-10-2021,9293,0,11,Oct
1559,Keras Tutorial For Beginners | Deep Learning Models Using Keras | Edureka | DL Rewind - 5,17-10-2021,2167,0,2,Oct
1560,Recurrent Neural Networks Tutorial | RNN LSTM | Tensorflow Tutorial | Edureka | DL Rewind - 4,17-10-2021,4477,0,2,Oct
1561,Artificial Intelligence Tutorial for Beginners  | AI Tutorial | Edureka | DL  Rewind - 3,16-10-2021,5586,0,8,Oct
1562,What is MongoDB | MongoDB Tutorial For Beginners | Learn MongoDB | Edureka,16-10-2021,7112,0,9,Oct
1563,How to Become a Project Manager | Project Manager Certification | Edureka | PMP Rewind - 2,16-10-2021,3762,0,2,Oct
1564,Project Management 101 | What is PMP? | PMP Certification Training | Edureka | PMP Rewind - 1,16-10-2021,7093,0,2,Oct
1565,Performing Exploratory Data Analysis Using Python | Data Science training | Edureka | ML Rewind - 3,16-10-2021,2770,0,6,Oct
1566,Deploy Machine Learning Model using Amazon SageMaker | Edureka | ML Rewind - 4,15-10-2021,1722,0,2,Oct
1567,Clustering Algorithms | Data Science Algorithms | Edureka | ML Rewind - 3,15-10-2021,2072,0,6,Oct
1568,Flutter vs React Native - Which one is better? | Learn React | React Native Training | Edureka,15-10-2021,5479,0,15,Oct
1569,AWS S3 Tutorial for beginners | AWS S3 | AWS S3 Tutorial | AWS Training | Edureka | AWS Rewind - 2,15-10-2021,5247,0,4,Oct
1570,AWS CloudTrail vs Amazon CloudWatch | AWS Monitoring Service | AWS Training | Edureka | AWS Rewind 2,15-10-2021,2207,0,3,Oct
1571,Which AWS Certification Should You Choose? | AWS Certifications | Edureka | AWS Live - 1,15-10-2021,3558,0,2,Oct
1572,Mathematics for ML | Machine Learning Training | Edureka | ML Rewind - 5,15-10-2021,4945,0,2,Oct
1573,Azure Active Directory Tutorial | Azure Tutorial | Azure Training | Edureka | Azure Rewind - 5,14-10-2021,1317,0,2,Oct
1574,Azure Import and Export Service | Microsoft Azure Training | Edureka | Azure Rewind - 4,14-10-2021,1753,0,2,Oct
1575,Super Learner Contest | Edureka Free Courses | Edureka's Biggest Giveaway Yet! | Celebrating 3M Subs,14-10-2021,5222,0,11,Oct
1576,PyTorch Tutorial For Beginners | Deep Learning with Python Tutorial | Edureka | DL Rewind - 2,14-10-2021,3409,0,2,Oct
1577,AI Programming with Python | Python for Artificial Intelligence | Edureka | DL Rewind-1,14-10-2021,5998,0,3,Oct
1578,YOLO Object Detection using OpenCV & Python | Python Projects | Edureka | DL Live - 1,14-10-2021,4206,0,1,Oct
1579,Gradient Descent Machine Learning | Gradient Descent Algorithm | Stochastic Gradient Descent Edureka,13-10-2021,7701,0,3,Oct
1580,Introduction to Long Short-Term Memory Networks | What Is LSTM | Edureka | ML Rewind -2,13-10-2021,2402,0,2,Oct
1581,Support Vector Machine | SVM Tutorial | Machine learning algorithms | Edureka | ML/DS Live - 1,13-10-2021,2496,0,2,Oct
1582,Decision Tree | Decision Tree in Python | Machine Learning Algorithms | Edureka | ML Live - 1,13-10-2021,4777,0,3,Oct
1583,Amazon Interview Questions and Answers | Amazon Interview Preparation | Edureka,12-10-2021,6290,0,6,Oct
1584,Linked List in Java | Data Structures Implementation | Edureka | Java Rewind - 2,12-10-2021,3227,0,7,Oct
1585,Data Structures and Algorithms in Java | Java Training | Edureka | Java Rewind - 1,12-10-2021,2286,0,4,Oct
1586,Java Practice Programs For Beginners | Basic Java Programs | Java Program | Edureka | Java Live-1,12-10-2021,1817,0,2,Oct
1587,GCP Terraform Tutorial | What Is Terraform | Terraform With Google Cloud | Edureka | GCP Rewind - 5,12-10-2021,4368,0,5,Oct
1588,Projects in Google Cloud Platform | GCP Project Structure | Edureka | GCP Rewind - 4,11-10-2021,1913,0,3,Oct
1589,Introduction to GCP | Google Cloud Tutorial for Beginners | Edureka | GCP rewind - 3,11-10-2021,5820,0,4,Oct
1590,TCS NQT 2022 | TCS NQT Interview Questions and Answers | TCS Interview Preparation | Edureka,11-10-2021,27566,0,10,Oct
1591,Google Cloud Platform Tutorial | What is Google Cloud Platform | Edureka | GCP Rewind - 2,11-10-2021,6317,0,2,Oct
1592,Job Skills Mapping For Cloud Computing | Cloud Training | Edureka | Cloud Computing Rewind - 1,11-10-2021,6007,0,1,Oct
1593,GCP Costs with Billing Reports | Google Cloud Platform Training | Edureka | GCP Live  - 1,11-10-2021,2650,0,1,Oct
1594,AWS Certified Solutions Architect | Roadmap for AWS Architect | Edureka | AWS Rewind - 5,10-10-2021,4511,0,6,Oct
1595,Keras Tutorial | Deep Learning Models Using Keras | Edureka | Deep Learning Rewind - 4,10-10-2021,2589,0,1,Oct
1596,Realtime Object Detection | Object Detection with TensorFlow | Edureka | Deep Learning Rewind - 5,10-10-2021,5419,0,3,Oct
1597,AWS Certifications | Which AWS Certification to Choose | AWS Training | Edureka | AWS Rewind - 4,10-10-2021,3647,0,1,Oct
1598,AWS Jobs | AWS Job Opportunities | AWS Certification & Careers | Edureka | AWS Rewind - 3,09-10-2021,6048,0,4,Oct
1599,AWS Tutorial For Beginners | Different Domains in AWS | AWS Training | Edureka | AWS Rewind - 2,09-10-2021,8366,0,4,Oct
1600,What is Power Query in Power BI | Power BI Tutorial | Edureka | Power BI Rewind - 5,09-10-2021,1866,0,1,Oct
1601,Containers on AWS | AWS Elastic Container Service | AWS Training | Edureka | AWS Rewind - 1,09-10-2021,3257,0,3,Oct
1602,Power Query Tutorial for beginners  | Power BI Training | Edureka | Power BI Rewind - 4,09-10-2021,4486,0,2,Oct
1603,Power BI Certifications | Power BI Exam Certification  | Edureka | PowerBI Rewind - 3,08-10-2021,3499,0,4,Oct
1604,Power BI DAX Tutorial | DAX for Power BI Desktop | Power BI Training | Edureka | Power BI Rewind - 2,08-10-2021,4755,0,2,Oct
1605,IPL Data Visualization with Power BI | Power BI Data Visualization | Edureka | PowerBI Rewind - 1,08-10-2021,6581,0,6,Oct
1606,Power Bi Azure | Power BI Integration with Azure | Edureka | PowerBI Live - 1,08-10-2021,3697,0,1,Oct
1607,Deep Learning with Python | Deep Learning Training | Edureka | DL Rewind - 2,07-10-2021,3796,0,2,Oct
1608,Build Neural Networks in Python | Neural Networks Tutorial | Edureka | DL Rewind - 1,07-10-2021,3104,0,2,Oct
1609,Neural Networks in Python | Neural Networks Tutorial | Deep Learning Training | Edureka | DL Live -1,07-10-2021,3770,0,2,Oct
1610,IPL Data Analysis using Python | Data Visualization Using Python | Edureka | DS Rewind - 5,07-10-2021,3974,0,3,Oct
1611,Exploratory Data Analysis EDA Using Python | Python Training | Edureka | DL Rewind - 4,07-10-2021,3841,0,4,Oct
1612,Data Science Future Scope | Data Science Career Trends in 2021 | Edureka | DS  Rewind - 3,07-10-2021,3012,0,2,Oct
1613,What is Terraform | Terraform with AWS | Terraform Tutorial | DevOps Training | Edureka,06-10-2021,3921,0,4,Oct
1614,SQL for Data Science | Data Science Training | Edureka | DS Rewind - 2,06-10-2021,5967,0,5,Oct
1615,Statistics and Probability for DS | Data Science | Edureka | DS Rewind - 1,06-10-2021,5263,0,2,Oct
1616,Data Science For Beginners  |  What is Data Science? | Edureka | DS Live - 1,06-10-2021,10652,0,4,Oct
1617,Data Structures & Algorithms in Python | Data Structures in Python | Edureka | Python Rewind- 5,06-10-2021,3485,0,1,Oct
1618,Regular Expressions in Python | Regular Expressions | Python Training | Edureka | Python Rewind - 4,06-10-2021,1654,0,2,Oct
1619,How to use Pandas in Python | Python Pandas Tutorial | Edureka | Python Rewind - 3,06-10-2021,2173,0,5,Oct
1620,Functions and OOP in Python |  Functions in Python | Edureka | Python Rewind- 2,05-10-2021,3616,0,4,Oct
1621,How to Create Login System using Python | Python Programming Tutorial | Edureka | Python Rewind-1,05-10-2021,5629,0,3,Oct
1622,Python Fundamentals | Python Tutorial For Beginners | Python Training | Edureka | Python Live - 1,05-10-2021,6509,0,4,Oct
1623,Build a Pipeline on Microsoft Azure | Azure DevOps Tutorial For Beginners | Edureka | Azure Rewind-3,04-10-2021,5346,0,3,Oct
1624,Azure DevOps Pipeline Tutorial | Build a Pipeline on Azure | Edureka | DevOps Rewind - 2,04-10-2021,10135,0,2,Oct
1625,Power BI - Azure | Power BI Integration with Azure | Edureka | Azure Rewind - 1,04-10-2021,4240,0,3,Oct
1626,Microsoft Azure  | Azure Basics | Azure Training | Edureka | Azure Live - 1,04-10-2021,2698,0,2,Oct
1627,Azure DevOps Tutorial For Beginners | Build a Pipeline on Azure | Edureka | DevOps Rewind - 5,04-10-2021,10890,0,4,Oct
1628,Jenkins Tutorial For Beginners |  What is Jenkins? | Edureka | DevOps Rewind - 4,03-10-2021,3616,0,2,Oct
1629,How to become a DevOps Engineer | DevOps Engineer Roadmap 2021 | Edureka | DevOps Rewind - 3,03-10-2021,4992,0,3,Oct
1630,Project Manager Interview Questions and Answers | PMP  Training | Edureka | PMP Rewind - 5,03-10-2021,2419,0,1,Oct
1631,Project Manager Career Path | Project Manager Skills | Edureka | PMP Rewind - 4,03-10-2021,3818,0,3,Oct
1632,AWS Solutions Architect Interview Questions and Answers | AWS Training | Edureka | AWS Rewind - 4,03-10-2021,7790,0,3,Oct
1633,AWS Solutions Architect Certification | Roadmap for AWS Architect | Edureka | AWS Rewind - 5,03-10-2021,1692,0,2,Oct
1634,AWS Jobs | AWS Job Opportunities | AWS Certification & Careers | Edureka | AWS Rewind - 3,02-10-2021,4479,0,2,Oct
1635,Big Data in AWS | Building Big Data Application on AWS | AWS Tutorial | Edureka | AWS Rewind - 2,02-10-2021,3284,0,5,Oct
1636,Roadmap to Become AWS Cloud Practitioner | Cloud Computing Careers | Edureka | AWS Rewind- 1,02-10-2021,6771,0,2,Oct
1637,PMP Time & Scope Management | Project Time Management | PMP Training | Edureka | PMP Rewind - 3,02-10-2021,2388,0,4,Oct
1638,Project Stakeholder Management | PMP Certification Training | Edureka | PMP Rewind - 2,01-10-2021,3331,0,5,Oct
1639,Angular NgSwitch | Angular Switch Directive | Angular Tutorial for Beginners | Edureka,01-10-2021,1082,0,4,Oct
1640,How to Become a Project Manager | Project Manager Certification | Edureka | PMP Rewind - 1,01-10-2021,2975,0,2,Oct
1641,Project management 101 | What is PMP? | PMP Certification Training | Edureka | PMP Live - 1,01-10-2021,4571,0,2,Oct
1642,Keras Tutorial For Beginners | Deep Learning Models Using Keras | Edureka | DL Rewind - 5,01-10-2021,993,0,1,Oct
1643,Recurrent Neural Networks RNN | RNN LSTM | Tensorflow Tutorial | Edureka | DL Rewind - 4,01-10-2021,906,0,1,Oct
1644,Artificial Intelligence Tutorial for Beginners | AI Tutorial | Edureka | DL  Rewind - 3,01-10-2021,3677,0,5,Oct
1645,PyTorch Tutorial For Beginners | Deep Learning with Python Tutorial | Edureka | DL Rewind - 2,30-09-2021,3312,0,3,Sep
1646,AI Programming with Python | Python for Artificial Intelligence | Edureka | DL Rewind-1,30-09-2021,4036,0,7,Sep
1647,Neural Networks in Python | How to make a Neural Network in Python | Edureka | DL Live - 1,30-09-2021,2254,0,2,Sep
1648,Mathematics for ML | Machine Learning training |  Edureka | ML Rewind - 5,30-09-2021,2391,0,1,Sep
1649,Clustering Algorithms | Data Science Algorithms | ML Algorithms | Edureka | ML Rewind - 3,30-09-2021,1721,0,2,Sep
1650,Deploy Machine Learning Model using Amazon SageMaker | ML Training | Edureka | ML Rewind - 4,30-09-2021,2324,0,3,Sep
1651,Introduction to Long Short-Term Memory Networks | What Is LSTM | Edureka | ML Rewind -2,29-09-2021,1769,0,6,Sep
1652,Support Vector Machine | SVM Tutorial | Machine learning training | Edureka | ML Rewind - 1,29-09-2021,2300,0,1,Sep
1653,How to Perform Sentiment Analysis using Python | Sentiment Analysis Using NLTK | Edureka| ML Live 1,29-09-2021,4127,0,2,Sep
1654,Power BI Python Tutorial | Python with Power BI | Power BI Tutorial | Edureka | Power BI Rewind - 5,29-09-2021,3651,0,3,Sep
